구_동,PC방,가구 소매업,가발 소매업,가방 소매업,가스 충전소,가전제품 소매업,가전제품 수리업,가정용 연료 소매업,가죽/가방/신발 수선업,가축 사료 소매업,건강보조식품 소매업,건물 및 토목 엔지니어링 서비스업,건설/건축자재 소매업,건설기계/장비 대여업,건어물/젓갈 소매업,건축 설계 및 관련 서비스업,건축물 일반 청소업,결혼 상담 서비스업,경양식,경영 컨설팅업,고용 알선업,곡물/곡분 소매업,골프 연습장,곱창 전골/구이,공인노무사,공인회계사,광고 대행업,광고 매체 판매업,광고물 설계/제작업,교육컨설팅업,구내식당,국/탕/찌개류,국수/칼국수,그 외 기타 간이 음식점,그 외 기타 개인/가정용품 수리업,그 외 기타 교육기관,그 외 기타 상품 전문 소매업,그 외 기타 숙박업,그 외 기타 종합 소매업,기념품점,기숙사/고시원,기타 개인/가정용품 대여업,기타 건설/건축자재 소매업,기타 광고 관련 서비스업,기타 교육지원 서비스업,기타 기술/직업 훈련학원,기타 동남아식 전문,기타 법무관련 서비스업,기타 사무 지원 서비스업,기타 산업용 기계/장비 대여업,기타 서양식 음식점,기타 스포츠시설 운영업,기타 엔지니어링 서비스업,기타 여행 보조/예약 서비스업,기타 예술/스포츠 교육기관,기타 오락관련 서비스업,기타 오락장,기타 운송장비 대여업,기타 의류 소매업,기타 의원,기타 일식 음식점,기타 한식 음식점,기타 회계 관련 서비스업,김밥/만두/분식,꽃집,낚시터 운영업,남성 의류 소매업,내과/소아과 의원,냉면/밀면,네일숍,노래방,닭/오리고기 구이/찜,담배/전자담배 소매업,당구장,도시 계획 및 조경 설계 서비스업,독서실/스터디 카페,동물병원,돼지고기 구이/찜,떡/한과,레크리에이션 교육기관,마라탕/훠궈,마사지/안마,만화방,명함/간판/광고물 제작,모터사이클 및 부품 소매업,모터사이클 수리업,목욕탕/사우나,무도 유흥 주점,문구/회화용품 소매업,미술학원,미용실,바둑/장기/체스 경기 운영업,반찬/식료품 소매업,방사선 진단/병리 검사 의원,백반/한정식,버거,번역/통역 서비스업,법무사,베트남식 전문,벽지/장판/마루 소매업,변리사,변호사,복 요리 전문,복권 발행/판매업,복사업,볼링장,부동산 중개/대리업,분류 안된 외국식 음식점,뷔페,비디오방,빵/도넛,사무기기 소매업,사업/무형 재산권 중개업,사업시설 유지·관리 서비스업,사진기/기타 광학기기 소매업,사진촬영업,사회교육시설,산부인과 의원,"산업설비, 운송장비 및 공공장소 청소업",상용 인력 공급 및 인사관리 서비스업,생맥주 전문,생수/음료 소매업,서점,성형외과 의원,세무사,세탁소,셀프 빨래방,소고기 구이/찜,"소독, 구충 및 방제 서비스업",수산물 소매업,수상/해양 레저업,수영장,슈퍼마켓,스쿼시/라켓볼장,스포츠/레크리에이션 용품 대여업,시각 디자인업,시계/귀금속 소매업,시계/귀금속/악기 수리업,시장 조사 및 여론 조사업,신경/정신과 의원,신발 소매업,실/섬유제품 소매업,아이스크림 할인점,아이스크림/빙수,악기 소매업,안경렌즈 소매업,안과 의원,애완동물/애완용품 소매업,액세서리/잡화 소매업,약국,얼음 소매업,여관/모텔,여성 의류 소매업,여행사,예술품 소매업,예식장업,옥외/전시 광고 대행업,외과 의원,외국어학원,요가/필라테스 학원,요리 주점,요양병원,우유 소매업,운동용품 소매업,운전학원,유사 의료업,유아용 의류 소매업,음반/비디오물 대여업,음반/비디오물 소매업,음악학원,의료기기 소매업,의류 대여업,의류/이불 수선업,이비인후과 의원,인테리어 디자인업,일반 유흥 주점,일반병원,일식 면 요리,일식 카레/돈가스/덮밥,일식 회/초밥,임시/일용 인력 공급업,입시·교과학원,자동차 대여업,자동차 부품 소매업,자동차 세차장,자동차 정비소,자전거 소매업,장난감 소매업,장례식장,전/부침개,전기용품/조명장치 소매업,전문자격/고시학원,전시/컨벤션/행사 대행 서비스업,전자 게임장,정육점,제품 디자인업,조경 유지·관리 서비스업,족발/보쌈,종합 스포츠시설,종합병원,주류 소매업,주방/가정용품 소매업,주유소,중고 상품 소매업,중국집,직원 훈련기관,채소/과일 소매업,철물/공구 소매업,청소년 수련시설,체형/비만 관리,치과병원,치과의원,치킨,침구류/커튼 소매업,카페,캠핑/글램핑,컴퓨터 학원,컴퓨터/노트북/프린터 수리업,컴퓨터/사무기기 대여업,컴퓨터/소프트웨어 소매업,타이어 소매업,탁구장,태권도/무술학원,테니스장,토스트/샌드위치/샐러드,파스타/스테이크,패밀리레스토랑,패션/섬유/기타 전문 디자인업,펜션,편의점,포장/충전업,피부 관리실,피부/비뇨기과 의원,피자,한방병원,한복 소매업,한의원,해산물 구이/찜,핸드폰 소매업,핸드폰/통신장비 수리업,행정사,헬스장,호텔/리조트,화장터/묘지/납골당,화장품 소매업,환경 관련 엔지니어링 서비스업,횟집,포토부스 개수,학교 개수,대학교 개수
종로구 원서동,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1,1,1,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0
종로구 이화동,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,6,1,0,2,2,0,0,0,0,0,1,4,0,2,1,0,2,2,0,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
종로구 익선동,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,20,1,0,0,2,0,0,0,0,1,1,0,6,0,0,0,4,0,0,1,4,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,3,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,6,5,0,1,0,3,0,0,0,1,0,0,0,0,1,0,4,0,1,1.0,0.0,1.0
종로구 인사동,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,2,10,0,0,0,0,0,2,5,1,2,0,4,3,4,1,0,1,4,0,0,23,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,4,1,0,0,0,1,0,1,0,0,0,1,0,0,10,2,1,0,1,0,4,0,0,0,0,13,0,1,0,3,1,19,0,4,0,3,4,0,3,0,1,2,0,8,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,4,2,0,2,0,0,0,0,5,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,7,68,33,0,0,0,0,0,13,0,0,1,0,0,1,0,0,1,1,1,1,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,3,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1,0,3,0,0,0.0,0.0,0.0
종로구 인의동,0,0,0,1,0,6,5,1,2,0,0,1,0,0,0,3,1,1,1,4,0,0,0,0,0,0,4,0,0,0,0,6,4,0,4,1,0,0,0,2,2,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,1,0,2,0,1,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,10,1,0,0,1,0,0,2,0,0,0,0,7,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,0,0,1,205,29,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,1,2,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,7,13,0,1,1,0,1,0,0,0,1,0,0,0,2,1,5,0,1,0,2,0,22,1,0,1,1,2,0,1,0,2,0,2,0.0,0.0,0.0
종로구 장사동,0,0,0,1,0,18,24,0,1,0,1,0,0,0,0,9,1,0,1,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,17,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0.0,0.0,0.0
종로구 재동,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,2,0,0,1,1,0,0,1,0,2,1.0,0.0,0.0
종로구 적선동,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,5,8,2,0,0,0,0,0,4,1,1,4,0,3,2,0,0,4,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,16,0,0,0,3,0,0,5,1,1,0,0,2,0,0,0,0,0,1,12,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,1,21,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,4,0,0,0,0,1,0,3,2,0,0,1,0,1,0.0,0.0,0.0
종로구 종로1가,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,1,1,4,50,5,0,4,1,3,1,16,0,5,3,0,2,5,2,1,2,1,0,1,0,0,0,0,0,8,3,1,0,0,1,0,1,4,2,0,0,0,0,1,0,0,1,0,7,4,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,9,0,0,0,19,0,9,2,5,0,1,19,0,1,1,0,12,1,0,0,4,0,3,1,1,2,0,1,1,1,0,0,3,0,8,1,0,0,1,0,0,0,2,0,0,4,1,0,1,1,1,0,0,0,0,4,0,0,1,6,0,0,2,72,2,0,0,0,1,6,1,0,0,3,0,0,0,0,0,2,1,0,1,0,3,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,7,1,1,0,0,1,0,3,1,0,20,0,0,2,0,2,0,0,0,1,0,0,1,0,0,4,0,6,2,1,0,0,2,1,0,1,3,4,0,0,5,0,0,0.0,0.0,0.0
종로구 종로2가,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,10,1,0,0,0,0,0,1,0,0,2,0,3,1,0,0,5,2,0,0,0,1,0,0,0,11,7,0,0,0,0,0,0,0,1,1,0,0,0,25,1,0,0,0,3,0,0,0,1,0,6,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,6,2,1,0,1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,1,4,1,1,0,0,2,0,2,0,3,0,0,0,1,0,0,0,3,0,0,0,31,0,0,0,9,1,0,0,1,5,0,0,0,5,0,0,9,14,1,0,0,1,1,1,6,0,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,2,1,0,19,0,2,0,0,3,0,0,3,0,1,0,1,0,1,8,0,4,1,3,0,1,1,0,2,3,2,0,0,0,4,0,0,1.0,0.0,0.0
종로구 종로3가,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,5,3,2,0,1,5,0,1,2,2,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,1,0,3,2,0,0,0,2,0,0,2,1,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,0,10,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,0,0,0,0,8,0,0,0,113,7,0,0,0,0,0,0,1,1,0,0,2,6,0,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,2,0,18,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,1,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,2,1,2,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0
종로구 종로4가,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,3,0,0,2,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,4,0,0,0,39,1,0,0,4,67,0,0,0,2,0,0,2,13,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
종로구 종로5가,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,3,3,0,0,11,0,0,1,0,1,1,0,10,8,6,0,0,1,0,4,7,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,37,1,0,0,0,10,2,0,4,0,0,0,8,6,1,8,0,0,0,18,0,1,0,3,0,1,0,0,0,1,1,1,10,0,0,0,53,0,0,3,0,1,0,1,0,3,0,0,14,0,0,0,3,2,0,0,0,3,0,0,0,0,4,0,2,0,9,0,0,7,0,1,0,0,19,0,0,0,4,3,0,1,4,9,0,0,0,6,0,1,7,26,0,5,12,8,2,0,0,3,0,1,22,0,0,29,0,0,0,0,0,0,14,0,3,1,0,25,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,11,0,2,2,0,0,5,0,0,0,6,8,7,25,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,1,2,1,1,0,4,4,3,3,0,1,0,0,0,2,0,8,0.0,0.0,0.0
종로구 종로6가,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,6,0,0,0,0,0,0,1,0,0,1,0,4,2,2,1,0,4,1,2,2,3,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,16,1,0,0,0,8,4,0,2,2,0,1,0,0,3,1,0,1,0,3,0,1,0,2,0,0,0,0,0,1,4,0,4,0,1,0,24,2,0,2,1,0,0,0,0,1,0,0,30,0,0,0,4,0,1,1,0,0,0,0,0,0,1,2,1,0,9,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,2,64,0,0,0,2,0,0,17,6,0,1,11,2,2,0,0,0,0,0,7,0,0,1,0,0,5,0,0,0,1,0,4,0,1,10,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,2,1,33,28,0,2,1,0,0,0,0,0,0,1,0,0,10,1,7,1,0,1,1,0,10,1,0,4,0,0,0,1,0,3,1,0,0.0,0.0,0.0
종로구 중학동,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,14,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,4,0,0,0,0,3,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
종로구 창성동,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
종로구 창신동,4,1,0,9,0,4,3,0,0,0,3,1,0,0,0,3,4,1,6,14,6,2,3,7,2,1,5,0,1,4,2,16,10,1,12,1,9,2,3,4,5,1,1,0,2,1,3,1,0,0,0,2,1,1,1,0,3,0,58,1,0,1,0,22,3,0,6,2,3,5,8,3,4,10,0,0,1,27,3,1,3,4,2,47,3,4,3,0,12,0,48,0,9,0,71,0,0,4,24,0,0,1,0,9,0,0,65,0,0,0,8,0,1,0,1,10,0,2,0,0,11,0,3,0,9,4,2,1,0,2,0,0,31,0,1,10,8,0,1,0,41,4,1,0,0,8,1,19,5,15,0,24,36,10,8,1,0,2,1,1,30,0,0,3,0,0,0,0,1,1,6,1,15,1,8,14,0,0,1,3,2,2,1,0,1,1,1,6,0,0,3,0,4,0,5,2,0,6,0,0,1,8,0,33,15,0,10,9,0,0,1,6,26,0,46,0,0,2,0,1,0,0,0,0,0,0,0,5,16,20,9,3,4,5,0,3,1,5,15,1,1,4,1,0,8,0,9,0.0,3.0,0.0
종로구 청운동,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,3,6,1,0,1,0,0,0,1,0,2,1,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,4.0,0.0
종로구 청진동,0,2,0,1,1,0,0,0,1,0,1,2,0,0,0,7,2,1,11,46,4,0,0,1,0,0,14,0,1,1,3,5,2,3,2,4,0,0,1,0,1,0,0,0,7,0,0,0,1,0,0,0,5,4,0,0,0,0,1,0,0,0,0,8,2,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,32,0,9,1,4,0,2,7,1,0,1,0,15,0,0,0,6,0,3,0,0,3,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,1,1,0,3,2,2,4,2,1,0,1,1,0,2,0,0,0,5,0,0,0,31,2,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,9,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,8,3,0,2,0,1,0,1,4,0,23,0,0,2,0,1,0,0,0,0,1,1,1,0,0,4,0,1,5,0,0,0,0,1,0,0,4,0,0,0,4,1,3,0.0,0.0,0.0
종로구 체부동,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,9,3,1,0,0,2,0,0,1,0,0,0,1,2,3,1,0,0,0,2,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,1,0,0,1,2,1,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,7,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,12,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,5,0.0,0.0,0.0
종로구 충신동,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,3,0,0,0,1,0,2,3,0,0,0,0,3,2,0,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,1,3,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,4,3,1,0,0,0,0,0,3,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0.0,0.0,0.0
종로구 통의동,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,7,0,0,12,5,0,0,0,0,0,0,3,0,0,1,0,1,2,2,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,10,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,1,12,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,0,1,0.0,0.0,0.0
